Feedback_ID,Feedback_Text
F05101,Fix the incorrect data display immediately!
F02647,"Using Angel One has been a great experience. Specifically, the the app's user interface makes trading so much easier."
F07514,I'm constantly facing high latency. This makes trading very difficult.
F05259,Fix the slow loading times immediately!
F03125,"I'm really impressed with how excellent the the portfolio tracking feature is. Keep up the great work, Angel One!"
F02127,The overall performance is user-friendly. works flawlessly.
F00784,The watchlist feature is fantastic.
F06149,I'm constantly facing slow loading times. I lost a trading opportunity.
F05907,"Terrible user interface, very hard to navigate."
F05705,I'm constantly facing login problems. I'm considering switching to another broker.
F09754,"Terrible user interface, very hard to navigate."
F02910,"Finally, a trading app with a clean and very responsive interface. Highly recommended!"
F04311,"Finally, a trading app with a clean and excellent interface. Highly recommended!"
F07114,The UI is not intuitive at all. It's hard to find basic functions and the constant login problems makes it even worse.
F08279,Fix the notification bugs immediately!
F05727,The app has incorrect data display.
F01921,The portfolio tracking feature is fantastic.
F02226,"Finally, a trading app with a clean and fast interface. Highly recommended!"
F06902,The UI is not intuitive at all. It's hard to find basic functions and the constant incorrect data display makes it even worse.
F01214,"I'm really impressed with how seamless the gtt orders is. Keep up the great work, Angel One!"
F02689,"I'm really impressed with how user-friendly the the charting tools is. Keep up the great work, Angel One!"
F01178,"Finally, a trading app with a clean and excellent interface. Highly recommended!"
F03051,"I'm really impressed with how incredibly smooth the the watchlist feature is. Keep up the great work, Angel One!"
F06201,Very disappointed with the performance. This makes trading very difficult. because of chart glitches.
F04168,The portfolio tracking feature is very responsive. is exactly what I was looking for.
F05793,I'm constantly facing high latency. I'm considering switching to another broker.
F01047,Excellent platform for trading.
F05731,I'm constantly facing a confusing UI. This makes trading very difficult.
F04222,Love the new update! So much better.
F05554,"Terrible user interface, very hard to navigate."
F03887,The watchlist feature is seamless. has really improved my experience.
F03851,The app's user interface is excellent. is exactly what I was looking for.
F00240,Excellent platform for trading.
F03834,"Finally, a trading app with a clean and incredibly smooth interface. Highly recommended!"
F09246,The UI is not intuitive at all. It's hard to find basic functions and the constant login problems makes it even worse.
F09772,I'm constantly facing slow loading times. This makes trading very difficult.
F01997,"Finally, a trading app with a clean and very responsive interface. Highly recommended!"
F02691,Great app! Very excellent.
F00987,Love the new update! So much better.
F06362,"Terrible user interface, very hard to navigate."
F06435,Fix the fund withdrawal issues immediately!
F09012,The latest update is full of bugs. The slow loading times is making the app unusable.
F05098,The UI is not intuitive at all. It's hard to find basic functions and the constant fund withdrawal issues makes it even worse.
F03644,"Using Angel One has been a great experience. Specifically, the the charting tools works flawlessly."
F04241,The stock screener is user-friendly. is exactly what I was looking for.
F03265,"I'm really impressed with how excellent the the website's layout is. Keep up the great work, Angel One!"
F02228,The website's layout is user-friendly. is exactly what I was looking for.
F07774,Very disappointed with the performance. I lost a trading opportunity. because of high latency.
F09959,"Terrible user interface, very hard to navigate."
F03320,"I'm really impressed with how fast the order placement is. Keep up the great work, Angel One!"
F06167,I've been waiting for days to get a reply on my ticket. My problem with slow loading times is still unresolved after a week.
F01456,GTT orders is fantastic.
F03206,Excellent platform for trading.
F05453,It's impossible to get a human on the line for support. My problem with a confusing UI is still unresolved after a week.
F05829,I'm constantly facing chart glitches. This makes trading very difficult.
F05102,"Terrible user interface, very hard to navigate."
F06734,The app has order execution delays.
F09438,The latest update is full of bugs. The slow loading times is making the app unusable.
F06172,Very disappointed with the performance. I'm considering switching to another broker. because of notification bugs.
F08572,Fix the chart glitches immediately!
F04286,GTT orders is fantastic.
F08878,Fix the high latency immediately!
F09363,Very disappointed with the performance. This makes trading very difficult. because of a confusing UI.
F06484,"Terrible user interface, very hard to navigate."
F09090,The latest update is full of bugs. The fund withdrawal issues is making the app unusable.
F01422,"I'm really impressed with how reliable the the website's layout is. Keep up the great work, Angel One!"
F06925,The support team could not resolve my issue after multiple calls. My problem with login problems is still unresolved after a week.
F03981,"I'm really impressed with how intuitive the the watchlist feature is. Keep up the great work, Angel One!"
F04384,The app's user interface is fantastic.
F04876,Great app! Very seamless.
F01501,"I'm really impressed with how incredibly smooth the the charting tools is. Keep up the great work, Angel One!"
F03830,The watchlist feature is fantastic.
F05339,The app has notification bugs.
F00161,Order placement is seamless. works flawlessly.
F03272,Love the new update! So much better.
F02325,Love the new update! So much better.
F01824,"Using Angel One has been a great experience. Specifically, the the stock screener makes trading so much easier."
F00617,"Using Angel One has been a great experience. Specifically, the the app's user interface has really improved my experience."
F05934,Very disappointed with the performance. I lost a trading opportunity. because of frequent crashes.
F04299,The charting tools is fantastic.
F09214,The UI is not intuitive at all. It's hard to find basic functions and the constant fund withdrawal issues makes it even worse.
F06020,The support team could not resolve my issue after multiple calls. My problem with a confusing UI is still unresolved after a week.
F02123,"I'm really impressed with how incredibly smooth the the ipo application process is. Keep up the great work, Angel One!"
F04285,Love the new update! So much better.
F04676,GTT orders is excellent. is exactly what I was looking for.
F05052,I'm constantly facing order execution delays. It needs an urgent fix.
F00904,"Using Angel One has been a great experience. Specifically, the the website's layout is exactly what I was looking for."
F05769,Very disappointed with the performance. It's extremely frustrating. because of incorrect data display.
F00159,Love the new update! So much better.
F08649,The latest update is full of bugs. The high latency is making the app unusable.
F01153,The app's user interface is fantastic.
F07906,The UI is not intuitive at all. It's hard to find basic functions and the constant chart glitches makes it even worse.
F02955,Love the new update! So much better.
F01848,Great app! Very excellent.
F02736,The portfolio tracking feature is fantastic.
F08096,Very disappointed with the performance. It's extremely frustrating. because of slow loading times.
F07954,The app has fund withdrawal issues.
F04902,The watchlist feature is user-friendly. is a game-changer for me.
F03625,The charting tools is intuitive. works flawlessly.
F04134,Great app! Very excellent.
F05497,Fix the order execution delays immediately!
F02605,Order placement is user-friendly. is exactly what I was looking for.
F07223,I'm constantly facing order execution delays. I'm considering switching to another broker.
F02755,Love the new update! So much better.
F00258,The watchlist feature is fantastic.
F04783,The IPO application process is fantastic.
F05535,The app has high latency.
F00747,"Using Angel One has been a great experience. Specifically, the gtt orders works flawlessly."
F01000,Great app! Very intuitive.
F01120,"I'm really impressed with how seamless the the stock screener is. Keep up the great work, Angel One!"
F04335,Love the new update! So much better.
F06433,Fix the high latency immediately!
F02882,The website's layout is fantastic.
F01724,The app's user interface is incredibly smooth. is exactly what I was looking for.
F04565,"I'm really impressed with how excellent the the website's layout is. Keep up the great work, Angel One!"
F07356,"Terrible user interface, very hard to navigate."
F06619,The UI is not intuitive at all. It's hard to find basic functions and the constant incorrect data display makes it even worse.
F02816,Love the new update! So much better.
F07571,Very disappointed with the performance. It needs an urgent fix. because of chart glitches.
F07524,"Terrible user interface, very hard to navigate."
F00403,"Using Angel One has been a great experience. Specifically, the order placement makes trading so much easier."
F01572,The app's user interface is user-friendly. works flawlessly.
F08455,I'm constantly facing order execution delays. It's extremely frustrating.
F07917,The latest update is full of bugs. The slow loading times is making the app unusable.
F08456,Very disappointed with the performance. I'm considering switching to another broker. because of frequent crashes.
F02550,"Finally, a trading app with a clean and top-notch interface. Highly recommended!"
F01252,The overall performance is fantastic.
F04086,Love the new update! So much better.
F03158,Excellent platform for trading.
F03991,"Using Angel One has been a great experience. Specifically, the the overall performance works flawlessly."
F03767,"I'm really impressed with how top-notch the the overall performance is. Keep up the great work, Angel One!"
F01135,Great app! Very intuitive.
F08641,Fix the frequent crashes immediately!
F07225,The latest update is full of bugs. The a confusing ui is making the app unusable.
F03824,Love the new update! So much better.
F08738,The latest update is full of bugs. The login problems is making the app unusable.
F01535,The watchlist feature is fantastic.
F05127,"Terrible user interface, very hard to navigate."
F05097,I'm constantly facing fund withdrawal issues. I lost a trading opportunity.
F08568,Fix the login problems immediately!
F06155,The UI is not intuitive at all. It's hard to find basic functions and the constant slow loading times makes it even worse.
F03393,Great app! Very user-friendly.
F07624,"Terrible user interface, very hard to navigate."
F07454,Fix the a confusing UI immediately!
F09370,I'm constantly facing frequent crashes. I lost a trading opportunity.
F02540,The app's user interface is fantastic.
F00856,Great app! Very seamless.
F06706,Fix the incorrect data display immediately!
F04881,Great app! Very incredibly smooth.
F01893,Great app! Very reliable.
F00643,Love the new update! So much better.
F03365,Great app! Very excellent.
F03556,Great app! Very excellent.
F07501,The app has a confusing UI.
F02193,The stock screener is intuitive. is exactly what I was looking for.
F08236,Fix the fund withdrawal issues immediately!
F03126,Great app! Very fast.
F06701,The app has fund withdrawal issues.
F09289,The support team could not resolve my issue after multiple calls. My problem with login problems is still unresolved after a week.
F01991,"Using Angel One has been a great experience. Specifically, the the charting tools is a game-changer for me."
F09122,The app has notification bugs.
F00664,"Using Angel One has been a great experience. Specifically, the the charting tools makes trading so much easier."
F08242,The UI is not intuitive at all. It's hard to find basic functions and the constant incorrect data display makes it even worse.
F02428,"Using Angel One has been a great experience. Specifically, the the watchlist feature is a game-changer for me."
F07272,Fix the notification bugs immediately!
F00329,The portfolio tracking feature is fantastic.
F01545,"Finally, a trading app with a clean and seamless interface. Highly recommended!"
F05810,Very disappointed with the performance. The app is completely unreliable. because of a confusing UI.
F00593,"Using Angel One has been a great experience. Specifically, the the overall performance is a game-changer for me."
F08255,The latest update is full of bugs. The fund withdrawal issues is making the app unusable.
F05489,The app has order execution delays.
F05398,Fix the high latency immediately!
F03025,Great app! Very reliable.
F04564,Excellent platform for trading.
F02143,"I'm really impressed with how reliable the the app's user interface is. Keep up the great work, Angel One!"
F02262,"Finally, a trading app with a clean and fast interface. Highly recommended!"
F00841,The IPO application process is very responsive. is a game-changer for me.
F06676,The UI is not intuitive at all. It's hard to find basic functions and the constant a confusing UI makes it even worse.
F08506,The app has slow loading times.
F03984,"I'm really impressed with how seamless the the ipo application process is. Keep up the great work, Angel One!"
F05995,Fix the a confusing UI immediately!
F07065,The UI is not intuitive at all. It's hard to find basic functions and the constant slow loading times makes it even worse.
F08028,I'm constantly facing slow loading times. The app is completely unreliable.
F07178,"Terrible user interface, very hard to navigate."
F04700,"Using Angel One has been a great experience. Specifically, the the portfolio tracking feature works flawlessly."
F03628,"I'm really impressed with how reliable the the ipo application process is. Keep up the great work, Angel One!"
F04552,Great app! Very user-friendly.
F02528,"Finally, a trading app with a clean and intuitive interface. Highly recommended!"
F06033,I'm constantly facing frequent crashes. It's extremely frustrating.
F06476,I'm constantly facing high latency. I'm considering switching to another broker.
F04563,Excellent platform for trading.
F04664,"Finally, a trading app with a clean and seamless interface. Highly recommended!"
F06758,Fix the order execution delays immediately!
F07986,The UI is not intuitive at all. It's hard to find basic functions and the constant a confusing UI makes it even worse.
F01901,"Finally, a trading app with a clean and fast interface. Highly recommended!"
F05717,"Terrible user interface, very hard to navigate."
F05248,The UI is not intuitive at all. It's hard to find basic functions and the constant chart glitches makes it even worse.
F08297,Fix the chart glitches immediately!
F01224,Order placement is very responsive. is exactly what I was looking for.
F00773,"Finally, a trading app with a clean and intuitive interface. Highly recommended!"
F03122,"Finally, a trading app with a clean and excellent interface. Highly recommended!"
F07522,I'm constantly facing slow loading times. The app is completely unreliable.
F02795,Love the new update! So much better.
F02183,GTT orders is user-friendly. is exactly what I was looking for.
F09786,The UI is not intuitive at all. It's hard to find basic functions and the constant incorrect data display makes it even worse.
F01283,"I'm really impressed with how seamless the order placement is. Keep up the great work, Angel One!"
F00487,Love the new update! So much better.
F09174,The latest update is full of bugs. The order execution delays is making the app unusable.
F00388,Excellent platform for trading.
F08750,The latest update is full of bugs. The frequent crashes is making the app unusable.
F07380,I'm constantly facing notification bugs. This makes trading very difficult.
F09664,The app has order execution delays.
F08888,The app has a confusing UI.
F08180,Fix the high latency immediately!
F08063,The UI is not intuitive at all. It's hard to find basic functions and the constant chart glitches makes it even worse.
F00285,Great app! Very seamless.
F04991,Order placement is user-friendly. makes trading so much easier.
F06392,Fix the login problems immediately!
F01317,"Using Angel One has been a great experience. Specifically, the the stock screener has really improved my experience."
F05139,Very disappointed with the performance. The app is completely unreliable. because of slow loading times.
F01759,Great app! Very top-notch.
F02993,"Using Angel One has been a great experience. Specifically, the the portfolio tracking feature is exactly what I was looking for."
F07162,The support team could not resolve my issue after multiple calls. My problem with a confusing UI is still unresolved after a week.
F00745,Love the new update! So much better.
F05070,I'm constantly facing fund withdrawal issues. It needs an urgent fix.
F09087,The app has high latency.
F05408,The latest update is full of bugs. The a confusing ui is making the app unusable.
F07301,I've been waiting for days to get a reply on my ticket. My problem with incorrect data display is still unresolved after a week.
F09081,"Terrible user interface, very hard to navigate."
F06520,Very disappointed with the performance. This makes trading very difficult. because of notification bugs.
F02315,Excellent platform for trading.
F01858,"Finally, a trading app with a clean and incredibly smooth interface. Highly recommended!"
F05077,The UI is not intuitive at all. It's hard to find basic functions and the constant order execution delays makes it even worse.
F08939,"Terrible user interface, very hard to navigate."
F09396,I've been waiting for days to get a reply on my ticket. My problem with a confusing UI is still unresolved after a week.
F00771,"Finally, a trading app with a clean and very responsive interface. Highly recommended!"
F09649,The support team could not resolve my issue after multiple calls. My problem with fund withdrawal issues is still unresolved after a week.
F04223,"Finally, a trading app with a clean and seamless interface. Highly recommended!"
F03654,"Finally, a trading app with a clean and top-notch interface. Highly recommended!"
F07214,The app has high latency.
F01643,Great app! Very reliable.
F01644,Great app! Very fast.
F01146,Great app! Very top-notch.
F02817,"Finally, a trading app with a clean and incredibly smooth interface. Highly recommended!"
F00223,The watchlist feature is fantastic.
F04666,Love the new update! So much better.
F08744,Very disappointed with the performance. It needs an urgent fix. because of login problems.
F06977,"Terrible user interface, very hard to navigate."
F05821,Very disappointed with the performance. It's extremely frustrating. because of order execution delays.
F09684,The app has incorrect data display.
F08459,The latest update is full of bugs. The fund withdrawal issues is making the app unusable.
F02314,The charting tools is fantastic.
F01015,The overall performance is fantastic.
F08947,"Terrible user interface, very hard to navigate."
F06633,Very disappointed with the performance. I lost a trading opportunity. because of chart glitches.
F09599,The app has high latency.
F00974,Excellent platform for trading.
F03941,Excellent platform for trading.
F06598,Very disappointed with the performance. The app is completely unreliable. because of frequent crashes.
F09130,Fix the a confusing UI immediately!
F04496,Love the new update! So much better.
F06262,"Terrible user interface, very hard to navigate."
F07478,I'm constantly facing login problems. The app is completely unreliable.
F08896,It's impossible to get a human on the line for support. My problem with frequent crashes is still unresolved after a week.
F03345,Excellent platform for trading.
F02951,The overall performance is fantastic.
F03199,"Using Angel One has been a great experience. Specifically, the order placement works flawlessly."
F09553,It's impossible to get a human on the line for support. My problem with fund withdrawal issues is still unresolved after a week.
F01815,The IPO application process is fantastic.
F00043,The portfolio tracking feature is fantastic.
F03129,The website's layout is fantastic.
F05587,Fix the chart glitches immediately!
F02731,Excellent platform for trading.
F06896,Fix the notification bugs immediately!
F09951,The app has order execution delays.
F04215,Order placement is fantastic.
F09150,The UI is not intuitive at all. It's hard to find basic functions and the constant incorrect data display makes it even worse.
F06110,The UI is not intuitive at all. It's hard to find basic functions and the constant order execution delays makes it even worse.
F00413,"I'm really impressed with how very responsive the the overall performance is. Keep up the great work, Angel One!"
F04103,Order placement is fantastic.
F09982,I'm constantly facing incorrect data display. The app is completely unreliable.
F09624,Fix the frequent crashes immediately!
F08536,The latest update is full of bugs. The slow loading times is making the app unusable.
F01675,Excellent platform for trading.
F00242,Great app! Very fast.
F01914,The stock screener is very responsive. has really improved my experience.
F04686,The stock screener is fantastic.
F06712,The UI is not intuitive at all. It's hard to find basic functions and the constant fund withdrawal issues makes it even worse.
F06847,Fix the frequent crashes immediately!
F08988,"Terrible user interface, very hard to navigate."
F05901,The UI is not intuitive at all. It's hard to find basic functions and the constant frequent crashes makes it even worse.
F03270,"Using Angel One has been a great experience. Specifically, the the website's layout has really improved my experience."
F05254,The app has slow loading times.
F01496,"I'm really impressed with how intuitive the the stock screener is. Keep up the great work, Angel One!"
F00447,The website's layout is fantastic.
F09041,"Terrible user interface, very hard to navigate."
F02450,Love the new update! So much better.
F00843,"Using Angel One has been a great experience. Specifically, the the website's layout is exactly what I was looking for."
F08471,The support team could not resolve my issue after multiple calls. My problem with a confusing UI is still unresolved after a week.
F04256,Excellent platform for trading.
F06760,I'm constantly facing notification bugs. It needs an urgent fix.
F08426,The latest update is full of bugs. The fund withdrawal issues is making the app unusable.
F07658,Very disappointed with the performance. It's extremely frustrating. because of order execution delays.
F05255,Fix the slow loading times immediately!
F06277,The app has order execution delays.
F03325,"I'm really impressed with how seamless the the portfolio tracking feature is. Keep up the great work, Angel One!"
F08134,"Terrible user interface, very hard to navigate."
F02983,Excellent platform for trading.
F00051,"Finally, a trading app with a clean and fast interface. Highly recommended!"
F03982,Excellent platform for trading.
F05433,Fix the a confusing UI immediately!
F09474,Very disappointed with the performance. This makes trading very difficult. because of frequent crashes.
F05353,Very disappointed with the performance. The app is completely unreliable. because of order execution delays.
F04118,Order placement is seamless. works flawlessly.
F09919,I'm constantly facing slow loading times. The app is completely unreliable.
F04567,"Using Angel One has been a great experience. Specifically, the the watchlist feature makes trading so much easier."
F09906,Fix the slow loading times immediately!
F08663,The UI is not intuitive at all. It's hard to find basic functions and the constant notification bugs makes it even worse.
F06833,The UI is not intuitive at all. It's hard to find basic functions and the constant login problems makes it even worse.
F05201,The app has order execution delays.
F00153,"I'm really impressed with how excellent the the watchlist feature is. Keep up the great work, Angel One!"
F05042,The UI is not intuitive at all. It's hard to find basic functions and the constant slow loading times makes it even worse.
F05678,Customer support is unresponsive and unhelpful. My problem with slow loading times is still unresolved after a week.
F09892,I'm constantly facing order execution delays. It needs an urgent fix.
F09565,Fix the login problems immediately!
F03811,Excellent platform for trading.
F09450,The app has fund withdrawal issues.
F07042,I've been waiting for days to get a reply on my ticket. My problem with incorrect data display is still unresolved after a week.
F00942,The overall performance is fantastic.
F05783,"Terrible user interface, very hard to navigate."
F05237,I'm constantly facing slow loading times. I'm considering switching to another broker.
F07728,The app has chart glitches.
F01478,The stock screener is fantastic.
F08240,Very disappointed with the performance. It needs an urgent fix. because of fund withdrawal issues.
F02891,The IPO application process is fantastic.
F09660,The latest update is full of bugs. The chart glitches is making the app unusable.
F01023,Excellent platform for trading.
F02214,Great app! Very very responsive.
F00807,Great app! Very very responsive.
F09633,"Terrible user interface, very hard to navigate."
F03011,The IPO application process is fantastic.
F07101,Very disappointed with the performance. The app is completely unreliable. because of notification bugs.
F04922,Excellent platform for trading.
F00628,The portfolio tracking feature is reliable. makes trading so much easier.
F04080,Love the new update! So much better.
F04512,Excellent platform for trading.
F09228,I'm constantly facing incorrect data display. It's extremely frustrating.
F00260,"Using Angel One has been a great experience. Specifically, the the charting tools is a game-changer for me."
F02788,The website's layout is very responsive. is exactly what I was looking for.
F00862,The stock screener is intuitive. works flawlessly.
F07123,The app has fund withdrawal issues.
F02087,Excellent platform for trading.
F07879,Very disappointed with the performance. I'm considering switching to another broker. because of frequent crashes.
F03097,"Using Angel One has been a great experience. Specifically, the gtt orders works flawlessly."
F06237,It's impossible to get a human on the line for support. My problem with notification bugs is still unresolved after a week.
F07254,I'm constantly facing login problems. I lost a trading opportunity.
F01329,The website's layout is top-notch. makes trading so much easier.
F00102,"Using Angel One has been a great experience. Specifically, the the app's user interface is exactly what I was looking for."
F06014,The UI is not intuitive at all. It's hard to find basic functions and the constant notification bugs makes it even worse.
F06817,The UI is not intuitive at all. It's hard to find basic functions and the constant incorrect data display makes it even worse.
F00209,"I'm really impressed with how incredibly smooth the the overall performance is. Keep up the great work, Angel One!"
F04407,Great app! Very reliable.
F01601,"I'm really impressed with how seamless the the charting tools is. Keep up the great work, Angel One!"
F04997,Excellent platform for trading.
F00778,Excellent platform for trading.
F03813,Love the new update! So much better.
F08346,I'm constantly facing a confusing UI. I'm considering switching to another broker.
F01648,Great app! Very very responsive.
F00114,Love the new update! So much better.
F09447,The latest update is full of bugs. The order execution delays is making the app unusable.
F05823,Very disappointed with the performance. It's extremely frustrating. because of login problems.
F04791,"Finally, a trading app with a clean and reliable interface. Highly recommended!"
F04377,Excellent platform for trading.
F01977,"I'm really impressed with how top-notch the the charting tools is. Keep up the great work, Angel One!"
F05081,The app has login problems.
F04422,The stock screener is incredibly smooth. has really improved my experience.
F01979,Love the new update! So much better.
F07551,Very disappointed with the performance. I'm considering switching to another broker. because of order execution delays.
F07009,Customer support is unresponsive and unhelpful. My problem with notification bugs is still unresolved after a week.
F04657,The app's user interface is fantastic.
F04137,The watchlist feature is excellent. works flawlessly.
F06132,Fix the incorrect data display immediately!
F01208,"I'm really impressed with how incredibly smooth the the charting tools is. Keep up the great work, Angel One!"
F00636,"Using Angel One has been a great experience. Specifically, the order placement is exactly what I was looking for."
F08152,Customer support is unresponsive and unhelpful. My problem with incorrect data display is still unresolved after a week.
F07295,The support team could not resolve my issue after multiple calls. My problem with order execution delays is still unresolved after a week.
F06688,Fix the login problems immediately!
F03449,The portfolio tracking feature is fantastic.
F01460,"I'm really impressed with how fast the the ipo application process is. Keep up the great work, Angel One!"
F00960,GTT orders is fantastic.
F02633,"Using Angel One has been a great experience. Specifically, the order placement makes trading so much easier."
F08710,Customer support is unresponsive and unhelpful. My problem with order execution delays is still unresolved after a week.
F03350,Love the new update! So much better.
F01070,"Using Angel One has been a great experience. Specifically, the the website's layout has really improved my experience."
F04561,Great app! Very seamless.
F03305,Great app! Very very responsive.
F05141,"Terrible user interface, very hard to navigate."
F02161,"Using Angel One has been a great experience. Specifically, the the portfolio tracking feature is exactly what I was looking for."
F02992,"I'm really impressed with how incredibly smooth the the website's layout is. Keep up the great work, Angel One!"
F09491,The latest update is full of bugs. The frequent crashes is making the app unusable.
F09784,Fix the slow loading times immediately!
F09063,The latest update is full of bugs. The notification bugs is making the app unusable.
F05388,Fix the order execution delays immediately!
F04800,Excellent platform for trading.
F04131,Excellent platform for trading.
F05147,The latest update is full of bugs. The frequent crashes is making the app unusable.
F07795,I'm constantly facing frequent crashes. It needs an urgent fix.
F05849,The app has order execution delays.
F02455,Excellent platform for trading.
F06368,Customer support is unresponsive and unhelpful. My problem with incorrect data display is still unresolved after a week.
F08218,Very disappointed with the performance. I lost a trading opportunity. because of a confusing UI.
F00926,"Using Angel One has been a great experience. Specifically, the the watchlist feature is a game-changer for me."
F02524,The overall performance is fantastic.
F06143,"Terrible user interface, very hard to navigate."
F00276,Love the new update! So much better.
F07859,The support team could not resolve my issue after multiple calls. My problem with fund withdrawal issues is still unresolved after a week.
F03498,Love the new update! So much better.
F06970,The app has incorrect data display.
F04141,Love the new update! So much better.
F06978,The app has order execution delays.
F07927,Very disappointed with the performance. It's extremely frustrating. because of login problems.
F04543,"I'm really impressed with how fast the the stock screener is. Keep up the great work, Angel One!"
F04542,"Finally, a trading app with a clean and very responsive interface. Highly recommended!"
F06117,The UI is not intuitive at all. It's hard to find basic functions and the constant high latency makes it even worse.
F02296,Excellent platform for trading.
F04183,"I'm really impressed with how fast the gtt orders is. Keep up the great work, Angel One!"
F07717,I've been waiting for days to get a reply on my ticket. My problem with login problems is still unresolved after a week.
F03662,"Using Angel One has been a great experience. Specifically, the the charting tools is a game-changer for me."
F06749,The latest update is full of bugs. The chart glitches is making the app unusable.
F00287,The app's user interface is user-friendly. is exactly what I was looking for.
F09970,The latest update is full of bugs. The order execution delays is making the app unusable.
F08927,Very disappointed with the performance. The app is completely unreliable. because of login problems.
F08742,Customer support is unresponsive and unhelpful. My problem with frequent crashes is still unresolved after a week.
F03605,Great app! Very reliable.
F02236,The portfolio tracking feature is incredibly smooth. is a game-changer for me.
F04032,"I'm really impressed with how user-friendly the the overall performance is. Keep up the great work, Angel One!"
F03816,"Using Angel One has been a great experience. Specifically, the the watchlist feature works flawlessly."
F04731,The IPO application process is excellent. is exactly what I was looking for.
F02390,Excellent platform for trading.
F05914,The latest update is full of bugs. The notification bugs is making the app unusable.
F07145,The latest update is full of bugs. The high latency is making the app unusable.
F00630,"I'm really impressed with how excellent the the overall performance is. Keep up the great work, Angel One!"
F00559,Love the new update! So much better.
F05965,The UI is not intuitive at all. It's hard to find basic functions and the constant a confusing UI makes it even worse.
F02066,The IPO application process is fantastic.
F06615,I'm constantly facing a confusing UI. It's extremely frustrating.
F00383,"I'm really impressed with how top-notch the the watchlist feature is. Keep up the great work, Angel One!"
F09390,I'm constantly facing notification bugs. The app is completely unreliable.
F05926,The app has high latency.
F07332,I've been waiting for days to get a reply on my ticket. My problem with chart glitches is still unresolved after a week.
F04393,GTT orders is fantastic.
F07673,"Terrible user interface, very hard to navigate."
F08541,Fix the notification bugs immediately!
F04975,"I'm really impressed with how fast the the charting tools is. Keep up the great work, Angel One!"
F02819,Love the new update! So much better.
F03141,"I'm really impressed with how reliable the the ipo application process is. Keep up the great work, Angel One!"
F08776,Very disappointed with the performance. This makes trading very difficult. because of slow loading times.
F08775,Fix the a confusing UI immediately!
F05757,I'm constantly facing login problems. It needs an urgent fix.
F04318,The website's layout is user-friendly. is a game-changer for me.
F05541,I've been waiting for days to get a reply on my ticket. My problem with a confusing UI is still unresolved after a week.
F04701,The watchlist feature is intuitive. has really improved my experience.
F08431,Very disappointed with the performance. The app is completely unreliable. because of frequent crashes.
F00370,The IPO application process is very responsive. is a game-changer for me.
F05830,Very disappointed with the performance. The app is completely unreliable. because of frequent crashes.
F00662,"Finally, a trading app with a clean and fast interface. Highly recommended!"
F09454,The UI is not intuitive at all. It's hard to find basic functions and the constant fund withdrawal issues makes it even worse.
F08539,Fix the frequent crashes immediately!
F08786,I've been waiting for days to get a reply on my ticket. My problem with order execution delays is still unresolved after a week.
F00550,"Using Angel One has been a great experience. Specifically, the the portfolio tracking feature makes trading so much easier."
F09104,The app has incorrect data display.
F09159,Fix the login problems immediately!
F01469,"I'm really impressed with how top-notch the the portfolio tracking feature is. Keep up the great work, Angel One!"
F07318,Very disappointed with the performance. I lost a trading opportunity. because of chart glitches.
F03798,Love the new update! So much better.
F09925,Fix the order execution delays immediately!
F08913,I'm constantly facing frequent crashes. It's extremely frustrating.
F01145,Excellent platform for trading.
F06808,The UI is not intuitive at all. It's hard to find basic functions and the constant order execution delays makes it even worse.
F01464,Great app! Very intuitive.
F00438,Great app! Very seamless.
F03173,The portfolio tracking feature is fantastic.
F04981,"I'm really impressed with how excellent the the website's layout is. Keep up the great work, Angel One!"
F09902,I'm constantly facing slow loading times. It needs an urgent fix.
F06666,Very disappointed with the performance. I'm considering switching to another broker. because of slow loading times.
F09004,Fix the fund withdrawal issues immediately!
F03980,Great app! Very incredibly smooth.
F01860,Great app! Very intuitive.
F03653,Excellent platform for trading.
F04106,Excellent platform for trading.
F05207,The latest update is full of bugs. The a confusing ui is making the app unusable.
F08806,The latest update is full of bugs. The chart glitches is making the app unusable.
F05383,The UI is not intuitive at all. It's hard to find basic functions and the constant slow loading times makes it even worse.
F01565,Love the new update! So much better.
F02118,Love the new update! So much better.
F08689,Very disappointed with the performance. It's extremely frustrating. because of frequent crashes.
F07102,Fix the fund withdrawal issues immediately!
F02222,The charting tools is fantastic.
F01398,Love the new update! So much better.
F03924,Excellent platform for trading.
F01620,"Finally, a trading app with a clean and seamless interface. Highly recommended!"
F02678,"Using Angel One has been a great experience. Specifically, the the app's user interface makes trading so much easier."
F07528,The app has high latency.
F04612,The stock screener is fantastic.
F07294,I'm constantly facing slow loading times. I'm considering switching to another broker.
F03807,"Using Angel One has been a great experience. Specifically, the the stock screener has really improved my experience."
F05280,The app has notification bugs.
F09500,The latest update is full of bugs. The order execution delays is making the app unusable.
F06255,The latest update is full of bugs. The slow loading times is making the app unusable.
F08654,I've been waiting for days to get a reply on my ticket. My problem with a confusing UI is still unresolved after a week.
F03242,Excellent platform for trading.
F05589,Customer support is unresponsive and unhelpful. My problem with notification bugs is still unresolved after a week.
F00572,Love the new update! So much better.
F05511,"Terrible user interface, very hard to navigate."
F00245,"Finally, a trading app with a clean and reliable interface. Highly recommended!"
F08994,The app has slow loading times.
F04327,Great app! Very reliable.
F01684,The IPO application process is fast. is a game-changer for me.
F08868,The app has login problems.
F02966,Excellent platform for trading.
